,Static,Stop-Loss / Take-Profit,Monthly Rebalance,ML Portfolio
2025-01-29,7936.403461269928,7598.2887175237465,6055.801954087618,6501.238315652244
2025-01-30,7960.191980349469,7608.45944143955,6083.187818065942,6549.991479801129
2025-01-31,7981.516016897791,7666.093631697239,6094.539374073067,6508.904304074726
2025-02-01,7981.516016897791,7666.093631697239,6094.539374073067,6508.904304074726
2025-02-02,7981.516016897791,7666.093631697239,6094.539374073067,6508.904304074726
2025-02-03,7894.349414801708,7618.09061327251,6062.794792528639,6486.969522829406
2025-02-04,7846.408528103583,7654.292224996449,6081.865680903249,6458.693502214519
2025-02-05,7858.464504499928,7694.792336412979,6135.531730524907,6462.802864139105
2025-02-06,7842.173318813059,7695.098248589394,6111.343816600206,6405.981488248192
2025-02-07,7766.426792450564,7619.90645196695,6052.146655332428,6367.08137279547
2025-02-08,7766.426792450564,7619.90645196695,6052.146655332428,6367.08137279547
2025-02-09,7766.426792450564,7619.90645196695,6052.146655332428,6367.08137279547
2025-02-10,7739.106887744633,7615.3622120194495,6034.738459335579,6449.755636166081
2025-02-11,7754.713570543191,7650.127743264779,6030.767176788927,6521.164028466251
2025-02-12,7741.300208916208,7699.971832338099,6007.456725846625,6520.457717397811
2025-02-13,7857.251933491237,7765.465352040191,6065.342819251809,6566.30103895304
2025-02-14,7891.320541895339,7819.647804210587,6033.978555173306,6581.190528814681
2025-02-15,7891.320541895339,7819.647804210587,6033.978555173306,6581.190528814681
2025-02-16,7891.320541895339,7819.647804210587,6033.978555173306,6581.190528814681
2025-02-17,7891.320541895339,7819.647804210587,6033.978555173306,6581.190528814681
2025-02-18,7955.218405035629,7887.105901549585,6059.234477506754,6605.098058207311
2025-02-19,8132.628890524303,8052.1017536314475,6133.560349895471,6617.926458570665
2025-02-20,8207.257201965444,8101.615138620274,6168.133680423166,6665.208734007581
2025-02-21,8223.009506422075,8076.819190433866,6150.939604226451,6705.733205810884
2025-02-22,8223.009506422075,8076.819190433866,6150.939604226451,6705.733205810884
2025-02-23,8223.009506422075,8076.819190433866,6150.939604226451,6705.733205810884
2025-02-24,8270.116238212438,8090.02144822854,6185.252524800817,6733.91686340254
2025-02-25,8285.484853744414,8078.566112314715,6193.276451193193,6749.624949215156
2025-02-26,8145.648519828295,8015.152752439768,6143.226295808107,6651.947543482856
2025-02-27,8104.665725196458,7942.85461586391,6101.212603517227,6623.27039601556
2025-02-28,8247.8273283503,8048.387765688105,6212.227702132831,6780.532418557379
2025-03-01,8247.8273283503,8048.387765688105,6212.227702132831,6780.532418557379
2025-03-02,8247.8273283503,8048.387765688105,6212.227702132831,6780.532418557379
2025-03-03,8209.778406798558,8031.1902104646215,6219.78537236912,6775.279842074142
2025-03-04,8103.133527032906,7972.24794498489,6135.866218271731,6692.732887878497
2025-03-05,8145.007313450523,8023.1661876989365,6169.269157457913,6738.998646909291
2025-03-06,8169.445506097828,7967.531244319039,6103.330606468371,6761.338905204051
2025-03-07,8285.641467402804,8041.725752356046,6173.7048168370175,6830.81616580826
